ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1285,26,26,6,1818,4709,4714,2542,1750,68,264,338,712,504,1246,496,61,0.2,609,193,855,1066,1868,732,28,139,286,120,0,36,0,0,3,0,0,0,2,1.08967,0,1818,1285,5
1286,26,26,6,1573,4360,4368,2213,1513,60,302,349,446,476,56212,10421,96,0.18,1052,180,804,1008,1792,584,4,305,99,409,175,60,0,0,4,0,0,0,1,0.90884,0,1573,1286,8
1287,26,26,6,922,2727,2742,1247,713,209,265,266,235,156,109722,2606,3460,0.15,1783,174,603,865,777,323,84,290,129,367,466,447,0,0,5,0,0,0,3,0.9178,0,922,1287,15
1288,26,26,6,3662,11569,11570,5521,3179,483,729,947,1303,683,2502,785,126,0.11,1946,972,2669,3984,2991,954,341,388,670,386,51,110,0,0,4,0,0,0,3,1.20719,0,3662,1288,1
1289,26,26,6,2255,6940,6940,2838,1862,393,789,742,542,182,4140,473,437,0.15,2514,562,1584,2378,1524,892,346,278,587,622,14,667,0,0,4,1038.40308,0,0,3,1.14696,0,2255,1289,0
1290,26,26,6,3783,8307,8423,2362,2947,836,1480,1148,684,471,149505,4043,3135,0.26,2544,500,1468,2275,2282,1898,262,312,480,824,332,334,0,0,4,413.03708,0,0,2,0.93278,0,3783,1290,116
1291,27,27,7,3191,10465,10471,2526,1210,1981,1551,771,656,213,18433,1148,60,0.27,645,636,1882,2690,2781,2482,266,118,114,50,25,72,0,0,4,0,0,0,2,1.06918,0,3191,1291,6
1292,27,27,7,2766,9739,9790,3103,2648,118,444,731,1208,383,10156,719,1703,0.14,9145,645,2534,3194,2353,1064,775,1603,939,2180,115,3533,0,0,4,0,0,0,3,1.12891,0,2766,1292,51
1293,27,27,7,2173,5380,5480,2533,1349,824,680,588,462,443,3647,399,22,0.24,735,340,915,1819,1278,1128,118,73,438,48,0,58,0,0,4,0,0,0,2,1.19587,0,2173,1293,100
1294,27,27,7,22,31,1230,145,22,0,0,0,22,0,1242,486,230,0.08,2006,0,50,696,441,43,41,168,1141,303,0,353,0,0,4,0,1679.51257,4820.59521,2,1.04718,0,22,1294,1199
1295,27,27,7,2575,7556,7600,3572,1798,777,862,726,670,317,1204,504,139,0.14,2403,556,1603,2923,1712,806,675,412,754,292,11,259,0,0,4,0,0,0,2,1.2608,0,2575,1295,44
1296,27,27,7,1560,3611,3617,1821,1312,248,449,361,361,389,1610,692,17,0.21,860,202,575,1090,1149,601,258,90,238,165,3,106,0,0,4,0,0,0,1,1.03709,0,1560,1296,6
1297,27,27,7,3200,8578,8891,4318,1637,1563,1087,945,775,393,637,388,22,0.17,2218,692,1783,3155,1987,1274,213,314,1455,132,7,97,0,0,4,0,0,0,3,1.50201,0,3200,1297,313
1298,27,27,7,698,1758,1770,800,348,350,348,171,110,69,337,95,64,0.11,2578,162,322,814,321,151,307,649,1022,281,10,309,0,0,4,0,0,0,3,1.78459,0,698,1298,12
1299,27,27,7,1080,2349,2856,1192,403,677,527,328,144,81,250,103,36,0.12,3652,188,533,1271,600,264,402,834,1005,1257,0,154,0,0,2,0,0,0,3,2.37809,0,1080,1299,507
1300,27,27,7,845,2496,2497,1293,516,329,320,257,215,53,212,124,7,0.1,319,222,601,1000,480,194,12,58,125,61,10,53,0,0,4,0,0,0,3,1.32925,0,845,1300,1
1301,27,27,7,1293,3385,3467,1532,842,451,480,358,329,126,328,160,29,0.17,1985,312,678,1315,666,496,91,433,728,506,0,227,0,0,4,0,0,0,3,1.66326,0,1293,1301,82
1302,27,27,7,2391,7712,7732,3739,1762,629,716,666,575,434,1566,576,22,0.12,1007,773,1770,2873,1605,711,406,127,340,98,0,36,0,0,4,0,0,0,1,1.19172,0,2391,1302,20
1303,27,27,7,1155,3045,3046,1538,1145,10,182,155,306,512,562,407,5,0.23,116,128,635,669,1040,574,40,22,12,21,0,21,0,0,4,0,0,0,1,1.03645,0,1155,1303,1
1304,27,27,7,2596,7282,7290,3321,1880,716,836,682,744,334,698,548,12,0.22,1057,480,1557,2228,1607,1418,176,352,307,158,12,52,0,0,4,0,0,0,3,1.20197,0,2596,1304,8
1305,27,27,7,1650,4976,5012,2142,1136,514,752,422,414,62,480,232,71,0.15,3273,458,1041,1947,950,616,424,628,1716,225,17,263,0,0,4,2260.78906,0,0,3,1.64516,0,1650,1305,36
1306,27,27,7,3438,9427,9483,4579,2974,464,859,842,1116,621,1317,727,83,0.22,3540,576,2045,2732,2385,1745,497,347,2589,60,0,47,0,0,4,2361.49878,0,0,3,1.28606,0,3438,1306,56
1307,27,27,7,2470,6399,6435,3175,2227,243,333,652,762,723,830,495,36,0.19,750,399,1410,1803,1816,1007,7,150,467,34,0,92,0,0,4,670.36511,0,0,3,1.16614,0,2470,1307,36
1308,27,27,7,1604,3992,4051,2113,1547,57,352,276,419,557,37851,1183,141,0.21,744,211,746,995,1434,665,27,75,119,100,255,168,0,0,4,0,0,0,1,0.97408,0,1604,1308,59
1309,28,28,7,1976,4728,4739,2057,1177,799,663,474,451,388,14722,838,261,0.37,1574,223,785,773,1384,1574,200,133,562,218,151,310,0,0,4,0,0,0,3,1.03294,0,1976,1309,11
1310,28,28,7,1050,1945,2932,1003,675,375,396,254,202,198,1041,156,340,0.45,1445,72,210,772,638,1240,134,226,644,298,65,78,0,0,4,0,0,0,2,1.12398,0,1050,1310,987
1311,28,28,7,2845,6711,6785,3858,2768,77,515,445,650,1235,92029,3184,239,0.25,3668,293,1136,1448,2560,1348,158,364,1044,1161,353,588,0,0,4,0,0,0,1,0.97745,0,2845,1311,74
1312,28,28,7,725,1796,1806,952,547,178,157,272,188,108,187154,1192,392,0.16,593,116,361,510,604,215,3,23,214,169,128,56,0,0,5,0,0,0,1,0.93306,0,725,1312,10
1313,28,28,7,1809,4306,5372,3350,1507,302,391,475,430,513,43845,1828,446,0.16,4422,264,1063,1954,1421,670,167,258,2961,705,119,212,0,0,4,120.64368,1558.78162,177.35396,1,1.02146,0,1809,1313,1066
1314,28,28,7,2401,5716,5814,2992,1653,748,651,536,657,557,3031,823,99,0.22,4393,371,1153,1666,1532,1092,815,906,1160,376,407,729,0,0,4,600.07635,0,0,2,1.21023,0,2401,1314,98
1315,28,28,7,786,1854,1868,1135,743,43,190,158,140,298,32879,629,217,0.22,3463,96,304,486,651,331,293,239,364,596,569,1402,0,0,4,0,0,0,3,1.11105,0,786,1315,14
1316,28,28,7,558,1229,1292,747,529,29,128,119,87,224,44316,1228,140,0.22,2858,47,195,364,470,216,70,90,218,2024,160,296,0,0,4,0,0,0,1,1.00332,0,558,1316,63
1317,28,28,7,2019,5100,5154,2368,1017,1002,866,524,396,233,1662,711,58,0.24,2299,385,891,1602,1181,1095,304,231,1027,554,20,163,0,0,4,260.17044,0,0,2,1.14084,0,2019,1317,54
1318,29,29,8,2094,4579,5283,2973,1840,254,501,523,656,414,24850,6420,1741,0.2,1589,184,825,1454,2028,792,133,392,230,226,186,422,0,0,4,0,0,0,1,0.91689,0,2094,1318,704
1319,29,29,8,3226,9374,9389,4552,2277,949,1146,831,834,415,3884,1330,117,0.13,1679,766,2026,3483,2185,929,82,146,785,494,21,151,0,0,4,0,0,0,1,1.05864,0,3226,1319,15
1320,29,29,8,2396,5062,5104,2394,1686,710,876,689,455,376,7896,2195,334,0.32,2212,223,617,1169,1676,1419,349,442,860,275,20,266,0,0,4,0,0,0,2,0.96962,0,2396,1320,42
1321,29,29,8,2229,6130,6158,3065,1857,372,729,584,633,283,752,489,30,0.19,758,396,1248,1995,1587,932,38,101,234,336,16,33,0,0,4,0,0,0,3,1.16385,0,2229,1321,28
1322,29,29,8,2133,4158,4170,1620,1769,364,691,493,451,498,15493,3507,1197,0.51,1437,99,373,534,1220,1944,12,326,497,389,105,108,0,0,4,0,0,0,2,0.92575,0,2133,1322,12
1323,29,29,8,3744,7957,8184,3702,2617,1127,1413,842,817,672,1786,1109,208,0.37,4017,378,1060,1678,2355,2713,662,814,1689,628,26,198,0,0,4,0,0,0,3,1.13505,0,3744,1323,227
1324,29,29,8,980,2319,2323,1226,886,94,306,269,211,194,39085,3090,1094,0.25,2360,120,363,584,791,465,212,284,92,211,235,1326,0,0,5,1352.5354,0,0,3,0.93116,0,980,1324,4
1325,29,29,8,3057,8392,8392,3990,2436,621,448,654,906,1049,43455,2898,1017,0.15,4573,576,1813,2820,2273,910,404,1420,563,380,78,1728,0,0,4,1586.90027,0,0,2,0.98437,0,3057,1325,0
1326,29,29,8,1756,4549,4553,2222,1687,69,330,316,523,587,5043,1365,453,0.22,450,261,865,1129,1492,806,11,171,117,55,8,88,0,0,4,0,0,0,1,0.95105,0,1756,1326,4
1327,29,29,8,1965,4717,4994,2376,1550,415,527,580,493,365,3413,694,97,0.25,1406,282,715,1624,1290,1083,26,332,696,231,6,115,0,0,4,1376.06738,0,0,1,1.08213,0,1965,1327,277
1328,29,29,8,1810,4728,5151,2332,1542,268,521,392,424,473,29862,2982,933,0.17,3953,338,1058,1743,1329,683,51,330,264,2861,312,135,0,0,4,0,0,0,1,0.96335,0,1810,1328,423
1329,29,29,8,1385,3453,3483,1522,1224,161,361,368,309,347,3862,2372,202,0.21,2167,165,651,949,1142,576,333,410,226,662,117,419,0,0,4,0,0,0,2,0.95679,0,1385,1329,30
1330,29,29,8,1396,3350,3350,1652,1262,134,282,384,348,382,559,449,41,0.18,618,169,624,991,1105,461,199,97,110,159,5,48,0,0,4,365.19467,0,0,1,1.06895,0,1396,1330,0
1331,29,29,8,1998,4894,4903,2428,1306,692,606,655,462,275,754,344,231,0.17,3003,342,907,1823,1184,647,355,1296,691,264,21,376,0,0,4,0,0,0,2,1.26803,0,1998,1331,9
1332,29,29,8,1996,4355,4609,2294,1250,746,723,435,496,342,893,259,533,0.19,5389,299,731,1725,1133,721,824,1320,1579,833,46,787,0,0,4,0,0,0,2,1.28944,0,1996,1332,254
1333,29,29,8,1323,4078,4089,1792,1072,251,317,285,467,254,301,282,19,0.17,323,246,785,1353,1162,543,11,111,140,9,0,52,0,0,4,0,0,0,3,1.17675,0,1323,1333,11
1334,29,29,8,1519,4307,4307,2110,1500,19,253,355,547,364,410,316,91,0.17,565,233,841,1339,1324,570,3,126,399,22,0,15,0,0,4,0,0,0,3,1.13872,0,1519,1334,0
1335,29,29,8,2573,7128,7249,3455,2170,403,711,678,692,492,843,520,203,0.21,1660,479,1459,2312,1691,1308,535,400,504,112,0,109,0,0,4,0,0,0,3,1.16814,0,2573,1335,121
1336,29,29,8,5051,13791,13838,6057,3988,1063,1075,1011,1614,1351,3624,1865,443,0.19,7125,1108,3056,4412,3062,2200,409,2139,1286,1084,7,2200,0,0,4,0,0,0,3,1.13289,0,5051,1336,47
1337,29,29,8,2805,6786,6855,3292,1599,1206,1072,758,681,294,7050,3431,900,0.2,7806,403,1178,2245,1908,1121,1458,1274,1554,1388,87,2045,0,0,4,0,0,0,2,1.00197,0,2805,1337,69
1338,29,29,8,1459,3395,3397,1680,972,487,478,354,445,182,811,662,75,0.16,768,193,594,1329,841,440,150,105,222,207,8,76,0,0,4,0,0,0,1,1.0213,0,1459,1338,2
1339,29,29,8,1976,5122,5131,2734,1584,392,366,596,632,382,593,433,59,0.11,695,355,1135,1928,1318,395,165,113,286,98,8,25,0,0,4,0,0,0,3,1.13713,0,1976,1339,9
1340,29,29,8,2340,6382,6382,3416,1496,844,528,550,759,503,1042,481,281,0.07,642,544,1454,2911,1169,304,48,164,238,30,17,145,0,0,4,0,0,0,3,1.0774,0,2340,1340,0
1341,29,29,8,1861,4865,4865,2925,1706,155,201,321,739,600,8834,1648,78,0.12,1147,267,1139,1772,1291,396,21,55,961,46,31,33,0,0,4,0,0,0,2,0.97434,0,1861,1341,0
1342,29,29,8,1454,3837,6143,2721,988,466,320,520,437,177,542,182,279,0.09,1424,305,1855,2413,1163,407,29,52,1280,51,10,2,0,0,4,2022.6908,5298.20459,1669.34241,3,1.25883,0,1454,1342,2306
1343,29,29,8,1585,4429,4603,2349,892,693,595,440,413,137,306,176,45,0.12,559,300,1012,1940,937,414,110,84,327,11,5,22,0,0,4,0,0,0,3,1.36364,0,1585,1343,174
1344,29,29,8,2271,5405,5406,2616,721,1550,1020,682,446,123,431,178,137,0.17,2368,424,958,2335,914,775,486,983,675,150,5,69,0,0,3,0,0,0,3,1.51482,0,2271,1344,1
1345,29,29,8,1559,3636,3637,2038,711,848,539,474,403,143,275,172,19,0.2,166,243,585,1287,940,582,0,21,111,25,5,4,0,0,3,0,0,0,3,1.2617,0,1559,1345,1
1346,29,29,8,2062,4783,4795,2707,1205,857,655,455,563,389,735,316,170,0.29,2304,171,838,1425,1151,1210,380,612,411,506,10,385,0,0,4,0,0,0,3,1.27034,0,2062,1346,12
1347,29,29,8,1870,5174,5175,2924,1699,171,364,443,601,462,1032,286,40,0.17,364,283,1104,1665,1460,663,70,46,208,20,10,10,0,0,4,0,0,0,3,1.21793,0,1870,1347,1
1348,30,30,8,3263,9149,9177,3872,945,2318,1596,910,565,192,2113,476,600,0.15,5281,880,1804,3601,1754,1138,1912,400,1133,1332,35,469,0,0,4,0,0,0,3,1.25456,0,3263,1348,28
1349,30,30,8,2181,7256,7306,3126,1637,544,785,557,569,270,2993,1333,88,0.11,747,704,1667,2924,1411,600,141,204,260,79,27,36,0,0,4,0,0,0,2,1.00827,0,2181,1349,50
1350,30,30,8,2928,6577,6591,3552,2009,919,843,826,718,541,5640,1772,57,0.22,1650,326,1113,2003,1996,1153,138,691,617,116,37,51,0,0,4,0,0,0,1,0.99802,0,2928,1350,14
1351,30,30,8,1360,3417,3563,1673,1319,41,274,305,546,235,386,354,27,0.3,513,161,584,837,1038,943,28,44,401,40,0,0,0,0,4,0,0,0,3,1.1158,0,1360,1351,146
1352,30,30,8,1413,3551,3571,1980,1413,0,145,271,344,653,3558,1203,24,0.22,297,132,702,671,1465,601,0,177,30,23,1,66,0,0,4,0,0,0,1,0.95778,0,1413,1352,20
1353,30,30,8,3617,6082,6225,1401,3328,289,1080,1108,637,792,21662,3821,330,0.74,1115,49,329,330,1026,4491,65,237,336,320,27,130,0,0,4,0,0,0,1,0.9347,0,3617,1353,143
1354,30,30,8,3235,8332,8365,4153,3135,100,498,766,838,1133,30337,8901,574,0.23,1293,416,1500,1925,2979,1545,296,229,354,118,157,139,0,0,4,162.83293,0,0,1,0.91843,0,3235,1354,33
1355,30,30,8,1481,3560,3603,1613,975,506,576,411,358,136,451,367,65,0.25,413,186,671,1006,966,774,4,40,293,40,0,36,0,0,4,1579.37463,0,0,2,1.08167,0,1481,1355,43
1356,30,30,8,2870,6693,6763,3161,1725,1145,1129,708,657,376,688,606,73,0.29,672,364,1129,1844,1686,1740,142,97,381,26,0,26,0,0,4,0,0,0,2,1.11093,0,2870,1356,70
1357,30,30,8,1670,4152,4179,2125,1273,397,489,412,450,319,494,452,36,0.16,434,285,958,1322,1084,530,124,55,193,37,0,25,0,0,4,0,0,0,2,1.08264,0,1670,1357,27
1358,30,30,8,2916,6704,6979,3033,1648,1268,910,912,651,443,1405,827,133,0.3,2162,391,1055,2058,1602,1873,305,271,1333,187,0,66,0,0,4,1640.55396,0,0,2,1.11892,0,2916,1358,275
1359,30,30,8,2136,5035,5218,2375,1941,195,655,629,582,270,615,480,114,0.25,3150,314,832,1594,1351,1127,261,403,2285,97,0,104,0,0,4,0,0,0,3,1.2759,0,2136,1359,183
1360,30,30,8,1327,2859,3158,1439,794,533,647,418,179,83,229,151,62,0.23,815,199,436,1216,683,624,150,190,342,107,0,26,0,0,4,0,0,0,3,1.31626,0,1327,1360,299
1361,30,30,8,980,1819,2079,1097,232,748,569,249,122,40,305,73,226,0.14,7898,135,238,1018,472,216,1751,2514,1915,1203,18,497,0,0,2,0,0,0,3,2.15074,0,980,1361,260
1362,30,30,8,1834,3527,3527,1813,1040,794,889,448,337,160,328,259,69,0.26,1482,140,405,1232,968,782,173,613,495,157,0,44,0,0,3,0,0,0,3,1.27602,0,1834,1362,0
1363,30,30,8,1021,2278,3004,1048,573,448,519,204,207,91,510,146,357,0.19,9393,139,394,1340,660,471,295,753,4010,4236,39,60,0,0,3,0,6117.63184,16218.25195,3,1.8016,0,1021,1363,726
1364,30,30,8,1728,3802,3845,2131,1091,637,614,615,373,126,291,244,31,0.13,629,258,621,1672,913,381,163,115,249,64,7,31,0,0,3,1297.9458,0,0,3,1.23569,0,1728,1364,43
1365,30,30,8,1885,4157,4328,1763,1615,270,539,386,542,418,862,673,134,0.39,1355,190,493,881,1227,1537,119,178,847,146,0,65,0,0,4,0,0,0,1,1.06158,0,1885,1365,171
1366,30,30,8,4125,9918,10002,4944,4002,123,567,719,1005,1834,5217,4044,556,0.26,5084,401,1650,2054,3850,2047,155,1130,1718,700,11,1370,0,0,4,793.45013,0,0,1,0.9822,0,4125,1366,84
1367,30,30,8,2079,5248,5270,2898,1352,727,673,428,475,503,3352,921,79,0.24,882,265,1090,1368,1468,1079,33,240,231,298,12,68,0,0,5,0,0,0,1,1.02577,0,2079,1367,22
1368,30,30,8,1908,4926,5242,2562,1257,651,595,449,470,394,5122,564,2186,0.19,6105,241,1005,1797,1412,787,295,1162,1222,1102,116,2208,0,0,5,0,0,0,3,1.02545,0,1908,1368,316
1369,30,30,8,1971,5517,5548,2703,1682,289,457,406,709,399,1288,426,286,0.14,4626,382,1254,1929,1431,552,571,990,1087,1082,80,816,0,0,4,0,0,0,3,1.31013,0,1971,1369,31
1370,30,30,8,3457,9256,9271,4477,2656,801,966,887,1105,499,6797,6648,34,0.2,1081,607,1802,3013,2337,1512,169,158,293,108,82,271,0,0,5,0,0,0,3,0.92818,0,3457,1370,15
1371,30,30,8,1890,5087,5095,2438,1475,415,341,488,750,311,550,501,45,0.16,389,284,1041,1709,1442,619,46,82,180,49,0,32,0,0,4,1437.2467,0,0,3,1.08823,0,1890,1371,8
1372,30,30,8,1520,5096,5115,2076,900,620,557,378,377,208,418,346,20,0.12,278,451,1304,1896,1000,464,12,21,221,18,0,6,0,0,4,0,0,0,3,1.17,0,1520,1372,19
1373,30,30,8,2745,6711,6807,2767,663,2082,1327,845,490,83,499,296,196,0.2,2693,565,1081,2854,1094,1213,349,746,697,488,0,413,0,0,4,0,349.20956,0,3,1.36996,0,2745,1373,96
1374,30,30,8,2426,6581,6595,3096,1267,1159,1012,750,447,217,617,356,252,0.19,5150,449,1064,2525,1501,1056,1127,1290,1287,847,33,566,0,0,4,0,0,0,3,1.44729,0,2426,1374,14
1375,30,30,8,2799,7254,7285,3296,1965,834,976,718,716,389,843,625,204,0.23,1637,443,1318,2306,1764,1454,111,570,275,340,0,341,0,0,4,0,0,0,3,1.13308,0,2799,1375,31
1376,30,30,8,1997,6576,6827,2639,1500,497,803,548,418,228,541,380,133,0.12,1757,582,1514,2738,1365,628,234,445,539,189,16,334,0,0,4,0,0,0,3,1.27296,0,1997,1376,251
1377,30,30,8,1946,5479,5503,2344,986,960,694,642,427,183,403,341,53,0.13,883,403,1107,2177,1276,540,197,151,253,159,16,107,0,0,4,0,0,0,3,1.23345,0,1946,1377,24
1378,30,30,8,2482,8667,8761,2968,1660,822,1122,680,521,159,796,677,114,0.11,1536,838,2135,3515,1481,792,129,92,518,184,4,609,0,0,4,0,0,0,3,1.17096,0,2482,1378,94
1379,30,30,8,1376,5544,5743,1988,990,386,475,442,379,80,305,289,16,0.11,242,561,1566,2145,958,513,45,29,44,63,0,61,0,0,4,0,0,0,3,1.2548,0,1376,1379,199
1380,30,30,8,2131,7478,7521,3237,1670,461,630,620,578,303,3167,1376,819,0.11,6153,749,1618,3000,1577,577,1617,543,959,1514,30,1490,0,0,4,1345.9458,0,0,3,1.07659,0,2131,1380,43
1381,30,30,8,3510,10773,11010,4756,3034,476,979,1266,912,353,7886,3004,519,0.15,4093,839,2199,3973,2661,1338,456,610,615,742,67,1603,0,0,4,124.24014,0,0,3,1.00095,0,3510,1381,237
1382,30,30,8,2410,6625,6673,3355,2167,243,557,568,883,402,6085,1694,83,0.21,1264,414,1386,1926,1787,1160,50,238,503,187,119,167,0,0,4,0,0,0,3,0.99243,0,2410,1382,48
1383,30,30,8,2219,5219,5327,2961,2099,120,680,436,575,528,10243,4778,197,0.2,1275,218,989,1407,1906,807,70,312,206,252,141,294,0,0,5,0,0,0,1,0.9268,0,2219,1383,108
1384,30,30,8,2630,6105,6131,2970,1949,681,932,771,556,371,2712,1380,327,0.22,3726,244,1212,1632,1941,1102,815,581,1451,451,22,406,0,0,4,1265.00659,0,0,1,1.05279,0,2630,1384,26
1385,30,30,8,1720,3999,4011,2016,1369,351,613,356,397,354,2130,1398,83,0.24,527,202,792,939,1291,787,33,224,176,62,12,20,0,0,5,0,0,0,1,0.9592,0,1720,1385,12
1386,30,30,8,1618,3691,3838,1872,1296,322,559,398,371,290,2077,1286,201,0.27,1674,157,655,1026,1122,878,257,246,757,237,32,145,0,0,5,0,0,0,1,0.99006,0,1618,1386,147
1387,30,30,8,1789,4302,4318,2476,1657,132,491,405,420,473,11005,3928,96,0.19,702,178,799,1147,1600,594,76,136,91,218,47,134,0,0,5,0,0,0,1,0.92333,0,1789,1387,16
1388,30,30,8,1575,3684,3684,2101,1486,89,370,317,446,442,17124,4547,39,0.21,518,132,685,842,1465,560,24,128,191,80,56,39,0,0,5,0,0,0,1,0.91606,0,1575,1388,0
1389,31,31,8,1785,3731,3747,967,1691,94,584,426,399,376,36280,5317,554,0.24,1225,119,576,904,1459,689,99,143,719,213,12,39,0,0,5,0,0,0,1,0.91733,0,1785,1389,16
1390,31,31,8,1780,3416,3490,1765,1504,276,846,480,306,148,18508,2311,278,0.2,553,138,506,1036,1307,503,34,49,183,184,86,17,0,0,5,0,0,0,1,0.92973,0,1780,1390,74
1391,31,31,8,1855,3686,3729,1918,1471,384,775,548,393,139,14817,1838,450,0.18,838,162,592,1193,1302,480,193,94,320,132,59,40,0,0,5,0,0,0,1,0.94112,0,1855,1391,43
1392,31,31,8,1798,4089,4091,2088,1630,168,588,417,437,356,10141,3592,402,0.22,911,159,674,1065,1510,683,123,135,120,101,307,125,0,0,5,0,0,0,1,0.9248,0,1798,1392,2
1393,31,31,8,1568,3502,3535,1838,1434,134,595,376,305,292,11502,1896,302,0.19,744,155,649,940,1295,496,36,139,293,89,9,178,0,0,5,1116.28906,0,0,1,0.93956,0,1568,1393,33
1394,31,31,8,2951,9588,9648,4458,2817,134,550,864,941,596,7847,2745,821,0.12,1040,725,2385,3439,2261,838,33,208,145,290,123,241,0,0,4,0,0,0,2,0.95639,0,2951,1394,60
1395,31,31,8,3028,8535,8558,3378,1916,1112,1106,706,742,474,1718,911,411,0.22,2547,660,1742,2624,1882,1650,561,397,475,613,16,485,0,0,4,0,0,0,3,1.09128,0,3028,1395,23
1396,31,31,8,3667,10399,10417,4365,3481,186,687,734,1246,1000,15393,2471,172,0.19,1876,839,2325,3228,2319,1706,315,571,521,202,58,209,0,0,4,864.98206,0,0,3,0.99556,0,3667,1396,18
1397,31,31,8,2148,5257,5421,2171,1877,271,689,672,391,396,16208,3065,1244,0.28,1763,222,924,1392,1568,1315,305,294,390,193,191,390,0,0,4,120.47727,0,0,1,0.93658,0,2148,1397,164
1398,31,31,8,1575,3760,3760,1611,1343,232,492,435,400,248,807,614,77,0.24,650,172,738,954,1149,747,40,191,323,74,2,20,0,0,4,0,0,0,1,1.03123,0,1575,1398,0
1399,31,31,8,1472,4093,4147,1720,918,554,556,435,334,147,791,266,499,0.16,4140,344,938,1460,878,527,683,1061,1226,302,85,783,0,0,4,957.21912,0,0,2,1.22282,0,1472,1399,54
1400,31,31,8,1081,2515,2597,1552,986,95,162,253,236,430,55176,3366,1309,0.22,1118,126,434,674,925,438,102,177,183,88,270,298,0,0,4,0,0,0,1,0.91722,0,1081,1400,82
1401,31,31,8,1402,3627,3730,2157,1192,210,368,342,386,306,142961,3682,2348,0.2,1865,178,686,1103,1161,602,25,209,295,132,555,649,0,0,4,132.71127,0,0,1,0.92131,0,1402,1401,103
1402,31,31,8,3701,9808,9920,3604,2801,900,1531,912,829,429,53379,3184,1688,0.23,2203,626,1999,2934,2391,1970,393,256,602,486,44,422,0,0,4,426.37402,0,0,1,0.95179,0,3701,1402,112
1403,31,31,8,1973,4008,4119,850,1769,204,706,490,442,335,280405,12859,1278,0.29,1043,147,518,876,1601,977,58,191,370,302,26,96,0,0,5,0,0,0,1,0.90559,0,1973,1403,111
1404,32,32,9,1054,2569,2568,1029,1027,27,125,169,248,512,7265,1047,858,0.24,1034,106,453,486,1047,476,66,524,174,122,6,142,0,0,5,0,0,0,1,0.94386,0,1054,1404,-1
1405,32,32,9,1022,2681,2682,750,898,124,201,204,369,248,2603,518,189,0.23,2002,117,544,671,865,485,565,535,351,330,0,221,0,0,4,0,0,0,1,1.08411,0,1022,1405,1
1406,32,32,9,666,1527,1531,499,660,6,70,100,152,344,2559,205,97,0.33,2047,40,229,306,534,422,166,633,502,321,0,425,0,0,3,0,0,0,3,1.27544,0,666,1406,4
1407,32,32,9,2560,6492,6590,1721,1019,1541,816,747,474,523,2370,745,506,0.27,4135,460,1026,2264,1227,1613,450,1032,761,1126,0,766,0,0,5,0,0,0,2,1.12976,0,2560,1407,98
1408,32,32,9,2377,5715,5722,1678,1742,635,411,539,589,838,4314,824,54,0.3,1489,236,833,1410,1746,1497,66,201,339,820,0,63,0,0,4,0,0,0,1,1.08212,0,2377,1408,7
1409,32,32,9,3047,7790,7820,2110,2379,668,660,653,888,846,1468,656,268,0.26,1927,384,1439,1965,2302,1730,347,432,641,259,0,248,0,0,4,1222.23669,0,0,1,1.13227,0,3047,1409,30
1410,32,32,9,2065,5123,5136,1484,1234,831,628,614,602,221,529,159,69,0.18,1104,304,931,1829,1365,707,189,127,406,322,0,60,0,0,3,0,0,0,2,1.49208,0,2065,1410,13
1411,32,32,9,2539,6151,6503,1770,1562,977,623,662,657,597,1157,867,62,0.35,1790,276,994,1525,1637,2071,60,399,1102,121,0,108,0,0,4,0,0,0,1,1.10033,0,2539,1411,352
1412,32,32,9,4072,10540,10638,2865,2846,1226,1254,978,976,864,1349,723,150,0.24,4343,496,2174,2864,2982,2122,501,1050,1612,881,0,299,0,0,4,1020.61957,0,0,1,1.32021,0,4072,1412,98
1413,32,32,9,930,2295,2295,693,795,135,132,184,251,363,2388,289,102,0.2,3552,82,512,467,895,339,130,2517,539,179,8,179,0,0,4,0,0,0,1,1.38818,0,930,1413,0
1414,32,32,9,2704,7140,7167,2042,2664,40,383,459,746,1116,10312,1400,59,0.24,606,283,1593,1452,2466,1373,28,136,223,140,65,14,0,0,4,0,0,0,1,0.9996,0,2704,1414,27
1415,33,33,9,1420,3199,3226,1272,1213,207,443,363,235,379,126275,3686,2001,0.26,1932,124,560,720,1145,677,119,275,792,481,85,180,0,0,5,274.73996,0,0,1,0.92174,0,1420,1415,27
1416,33,33,9,892,1768,1774,795,814,78,330,200,182,180,74340,1673,78,0.3,924,67,284,353,632,438,41,135,511,192,30,15,0,0,4,0,0,0,1,0.93747,0,892,1416,6
1417,33,33,9,147,350,350,154,95,52,69,0,28,50,17892,274,15,0.24,24,11,50,97,127,65,0,14,10,0,0,0,0,0,5,0,0,0,1,0.92178,0,147,1417,0
