Table 9.  Superdistrict to Superdistrict Trip Summary by Mode - Total Trips,,,,,,,,,,,,
,,,,,,,,,,,,
"Superdistrict 
of Production","Superdistrict 
of Attraction",Vehicle Driver,"Vehicle 
Passenger","Drive 
Alone","Shared 
Ride 2","Shared 
Ride 3+","School 
Bus",Transit,Bike,Walk,Other,"Total 
Modes"
26,32,79,0,0,79,0,0,0,0,0,0,79
26,33,"1,737",419,"1,506",506,145,0,0,0,0,0,"2,156"
26,34,"1,095",0,124,972,0,0,0,0,0,0,"1,095"
27,1,517,131,231,418,0,0,386,0,0,0,"1,034"
27,2,153,89,153,60,29,0,22,0,0,0,264
27,3,206,243,90,360,0,0,0,0,0,0,449
27,4,0,60,0,60,0,0,0,0,0,0,60
27,5,"1,114",0,95,"1,019",0,0,0,0,0,0,"1,114"
27,6,45,132,0,45,132,0,0,0,0,0,177
27,8,48,48,0,96,0,0,0,0,0,0,96
27,10,161,0,129,0,33,0,0,0,0,0,161
27,11,121,0,121,0,0,0,0,0,45,0,166
27,15,36,231,36,58,174,0,0,0,0,0,267
27,16,253,0,33,221,0,0,0,0,0,0,253
27,17,157,132,157,0,132,0,0,0,0,0,289
27,18,527,0,484,43,0,0,0,0,0,0,527
27,19,592,525,413,503,200,118,0,31,39,0,"1,305"
27,20,"1,936",522,"1,657",73,728,0,0,0,0,0,"2,458"
27,21,"1,404",0,"1,332",72,0,0,0,0,0,0,"1,404"
27,22,278,0,278,0,0,0,0,0,0,0,278
27,24,197,0,160,0,36,0,0,0,0,0,197
27,25,"5,878","2,425","3,892","2,543","1,869",0,0,0,70,279,"8,652"
27,26,"6,255","1,198","5,151","1,181","1,121",0,0,79,0,0,"7,532"
27,27,"96,542","44,506","68,686","34,145","38,217","1,259","1,270","3,430","24,962","7,341","179,310"
27,28,"13,912","6,026","10,257","4,019","5,662",39,0,0,339,0,"20,316"
27,29,"3,743",768,"2,425","1,410",676,0,33,63,0,158,"4,765"
27,30,364,40,273,131,0,0,0,0,0,0,404
27,31,24,0,24,0,0,0,0,0,0,0,24
27,32,422,38,300,79,80,0,0,0,0,0,460
27,33,"1,036",105,455,229,457,0,0,0,0,0,"1,141"
27,34,698,0,651,48,0,0,0,0,0,0,698
28,1,237,86,151,171,0,0,221,0,43,0,587
28,2,0,0,0,0,0,0,0,0,0,27,27
28,3,27,27,0,54,0,0,29,0,0,0,83
28,4,82,0,82,0,0,0,0,0,0,0,82
28,5,183,0,183,0,0,0,0,0,0,0,183
28,7,376,156,220,313,0,0,0,0,0,0,532
28,9,88,0,88,0,0,0,0,0,0,0,88
28,10,0,63,0,63,0,0,0,0,0,0,63
28,13,66,0,66,0,0,0,0,0,0,0,66
28,15,48,0,48,0,0,0,0,0,0,0,48
28,17,73,0,73,0,0,0,0,0,0,0,73
28,18,137,0,137,0,0,0,0,0,0,0,137
28,19,194,33,99,128,0,0,0,0,0,0,227
28,20,294,0,271,24,0,0,0,0,0,0,294
28,21,448,0,313,0,135,0,0,0,0,0,448
28,22,203,174,203,0,174,0,0,0,0,0,377
28,23,18,0,18,0,0,0,0,0,0,0,18
28,25,870,514,382,435,566,0,0,0,0,0,"1,384"
28,26,505,116,420,128,72,0,0,0,0,0,621
28,27,"19,153","6,658","12,935","7,226","5,651",71,88,0,94,0,"26,064"
28,28,"49,737","20,298","36,463","17,988","15,585",876,341,"1,065","8,910",417,"81,644"
28,29,"1,217",762,758,460,761,0,0,0,0,0,"1,979"
28,30,"2,282",656,"1,755",547,635,0,0,0,0,0,"2,938"
28,31,436,153,271,193,126,0,0,0,0,0,589
28,32,0,63,0,31,31,0,0,0,0,0,63
28,33,406,0,285,121,0,0,0,0,0,0,406
28,34,399,129,311,97,120,0,0,0,0,0,528
29,1,"2,682","1,117","2,135",945,719,0,"1,606",0,445,0,"5,850"
29,2,"1,632",211,985,721,137,0,756,0,139,0,"2,738"
29,3,"1,337",0,"1,286",51,0,0,135,0,87,106,"1,665"
29,4,406,94,359,94,46,0,46,0,91,46,683
29,5,772,289,631,214,216,0,354,0,0,0,"1,415"
29,6,70,0,70,0,0,0,0,0,0,35,105
29,7,372,90,283,180,0,0,0,0,0,0,462
29,8,0,0,0,0,0,0,0,0,0,118,118
29,9,72,"1,111",72,0,"1,111",0,0,0,0,0,"1,183"
29,11,160,107,0,106,161,0,0,0,0,0,267
29,12,90,0,90,0,0,0,0,0,0,0,90
29,15,275,0,275,0,0,0,0,0,0,0,275
29,17,289,0,289,0,0,0,0,0,0,0,289
29,18,787,240,787,129,111,0,33,0,0,0,"1,060"
29,19,"1,728",90,"1,638",135,45,0,0,0,0,0,"1,818"
29,20,"1,253","1,300","1,253","1,300",0,0,0,0,0,0,"2,553"
29,21,170,0,170,0,0,0,0,0,0,0,170
29,22,0,104,0,0,104,0,0,0,0,0,104
29,23,199,0,199,0,0,0,0,0,0,0,199
29,24,144,0,40,0,103,0,0,0,0,0,144
29,25,"1,903",0,"1,821",82,0,0,0,0,0,0,"1,903"
29,26,"1,062",198,781,199,280,0,0,0,0,0,"1,260"
29,27,"2,561",432,"1,969",603,421,0,0,0,0,0,"2,993"
29,28,721,0,450,40,231,0,0,0,0,0,721
29,29,"215,189","100,480","148,102","87,730","79,838","3,707","2,791","6,024","31,339","3,573","363,103"
29,30,"41,423","11,521","31,164","14,560","7,219",0,"1,579",0,329,"1,152","56,004"
29,31,"2,377","1,777","1,748","1,039","1,367",0,0,0,0,65,"4,219"
29,32,"13,552","5,716","10,278","2,629","6,361",0,724,0,169,0,"20,161"
29,33,"11,697","1,087","9,989","1,932",863,0,389,41,0,0,"13,214"
29,34,"7,493",563,"6,089","1,589",378,0,0,0,0,0,"8,056"
30,1,"2,441",542,"2,367",518,98,0,"1,579",0,0,0,"4,562"
30,2,"1,173",217,838,377,176,0,0,0,110,0,"1,500"
30,3,420,0,310,110,0,0,318,0,0,0,738
30,4,98,0,0,98,0,0,0,0,0,0,98
30,5,220,0,220,0,0,0,0,0,0,0,220
30,6,547,0,313,156,78,0,0,0,0,0,547
30,7,179,0,179,0,0,0,0,0,0,0,179
30,8,161,0,161,0,0,0,0,0,0,0,161
30,9,208,0,208,0,0,0,0,0,0,0,208
30,10,"1,016",110,906,220,0,0,0,0,0,0,"1,126"
30,11,590,0,590,0,0,0,0,0,0,0,590
30,14,65,65,0,0,131,0,0,0,0,0,130
30,15,209,0,79,129,0,0,0,0,0,0,209
30,17,159,0,159,0,0,0,0,0,0,0,159
30,18,197,273,123,210,137,0,0,0,179,0,649
30,19,"1,186",0,"1,186",0,0,0,0,0,0,0,"1,186"
30,20,"1,071",0,312,759,0,0,0,0,0,0,"1,071"
30,21,"1,410",0,"1,158",252,0,0,0,0,0,0,"1,410"
30,22,295,0,295,0,0,0,0,0,0,0,295
30,24,184,0,184,0,0,0,0,0,0,0,184
30,25,227,160,227,0,160,0,0,0,0,0,387
30,26,122,53,122,0,53,0,0,0,0,0,175
30,27,616,0,395,220,0,0,0,0,0,0,616
30,28,"5,423",703,"3,863","2,106",156,0,0,0,0,114,"6,240"
30,29,"52,515","16,968","40,473","17,358","11,652",0,71,295,55,280,"70,184"
30,30,"342,385","143,059","242,952","148,476","94,017","4,516","5,151","4,491","39,319","9,810","548,731"
30,31,"17,215","5,636","13,399","4,362","5,090",156,159,0,68,41,"23,275"
30,32,"1,244",483,673,854,200,0,0,0,0,0,"1,727"
30,33,"2,678",164,"2,508",100,233,0,159,0,0,0,"3,001"
30,34,"1,755",79,"1,707",48,79,0,159,0,0,0,"1,993"
31,1,674,93,180,535,52,0,810,0,0,0,"1,577"
31,2,"1,001",0,826,175,0,0,82,0,0,0,"1,083"
31,3,309,139,262,0,185,0,0,0,175,0,623
31,5,166,0,0,166,0,0,0,0,0,0,166
31,6,430,0,430,0,0,0,0,0,0,0,430
31,7,41,41,0,82,0,0,0,0,0,0,82
31,8,346,0,173,173,0,0,0,0,0,0,346
31,9,192,0,0,96,96,0,0,0,0,0,192
31,10,87,0,87,0,0,0,0,0,0,0,87
31,11,82,48,82,48,0,0,0,0,0,0,130
31,15,0,188,0,0,188,0,0,0,0,0,188
31,18,219,0,187,31,0,0,0,0,0,0,219
31,19,377,33,377,33,0,0,0,0,0,0,410
31,20,157,0,0,157,0,0,0,0,0,0,157
31,21,94,94,0,188,0,0,0,0,0,0,188
31,22,115,100,115,100,0,0,0,0,0,0,215
31,25,139,0,139,0,0,0,0,0,0,0,139
31,26,260,0,117,142,0,0,0,0,0,0,260
31,28,874,185,612,401,46,0,0,0,0,0,"1,059"
31,29,"9,117","3,580","6,525","1,610","4,562",0,0,0,0,196,"12,893"
31,30,"46,951","15,106","34,214","15,391","12,453",109,646,0,252,329,"63,393"
31,31,"69,739","39,920","45,783","30,935","32,942","5,969",471,308,"9,271","3,927","129,605"
31,32,"1,734",228,"1,603",304,55,0,175,0,0,0,"2,137"
31,33,509,41,462,41,46,640,0,0,0,0,"1,190"
31,34,960,554,714,514,287,0,0,0,0,0,"1,514"
32,1,"2,293",305,"1,641",653,305,0,"2,038",0,81,81,"4,798"
32,2,827,0,786,41,0,0,41,0,0,0,868
32,3,794,0,794,0,0,0,0,0,0,0,794
32,4,317,0,317,0,0,0,0,227,0,0,544
32,5,637,41,524,81,73,0,0,325,0,0,"1,003"
32,8,220,0,220,0,0,0,0,0,0,0,220
32,10,41,0,41,0,0,0,0,0,0,0,41
32,11,63,108,0,127,45,0,0,0,0,0,171
32,15,325,0,325,0,0,0,0,0,0,0,325
32,17,0,55,0,55,0,0,0,0,0,0,55
32,18,964,275,635,604,0,0,0,0,0,0,"1,239"
32,19,338,82,204,136,79,0,0,0,0,0,420
32,20,446,0,446,0,0,0,0,0,0,0,446
32,21,208,0,81,127,0,0,0,0,0,0,208
32,22,207,148,207,0,148,0,0,0,0,0,355
32,23,161,82,0,243,0,0,0,0,0,0,243
32,25,795,75,795,0,75,0,0,0,0,0,870
32,26,"1,349",0,"1,349",0,0,0,0,0,0,0,"1,349"
32,27,219,78,116,182,0,0,0,0,0,0,297
32,28,198,0,140,0,58,0,0,0,0,0,198
32,29,"5,089",301,"4,243",989,158,0,0,0,0,0,"5,390"
32,30,977,90,977,0,90,0,0,0,0,0,"1,067"
32,31,125,55,125,0,55,0,0,0,0,0,180
32,32,"51,963","21,213","35,351","20,936","16,890","1,194",0,474,"9,677","1,082","85,603"
32,33,"13,645","3,892","10,471","4,498","2,568",0,154,0,0,0,"17,691"
32,34,"5,392","2,037","4,046","1,331","2,052",0,0,0,160,0,"7,589"
33,1,"5,097",773,"3,861","1,144",865,0,"4,683",0,931,0,"11,484"
33,2,"4,449",788,"3,775",428,"1,034",0,"1,099",0,0,0,"6,336"
33,3,"2,788",348,"1,900",411,824,0,344,0,153,0,"3,633"
33,4,456,76,384,73,76,0,0,0,0,0,532
33,5,"2,076",199,"1,797",414,64,0,0,0,0,0,"2,275"
33,7,225,0,225,0,0,0,0,0,0,0,225
33,8,344,346,207,0,483,0,0,0,0,0,690
33,9,344,411,344,0,411,0,0,0,0,0,755
33,11,54,0,54,0,0,0,0,0,0,0,54
33,12,51,0,51,0,0,0,0,0,0,0,51
33,15,194,0,106,87,0,0,0,0,0,0,194
33,16,357,"1,072",0,536,893,0,173,0,0,0,"1,602"
33,17,333,0,333,0,0,0,0,0,0,0,333
33,18,"1,498",66,"1,277",221,66,0,0,0,0,0,"1,564"
33,19,"4,757",809,"4,160",516,890,0,0,0,0,0,"5,566"
33,20,"1,293",389,"1,054",511,118,0,0,0,0,0,"1,682"
33,21,520,0,447,72,0,0,0,0,0,0,520
33,22,295,0,201,95,0,0,0,0,0,0,295
33,25,855,0,666,190,0,0,0,0,45,0,900
33,26,561,0,561,0,0,0,0,0,0,0,561
33,27,344,145,344,145,0,0,0,0,0,0,489
33,28,63,41,0,103,0,0,0,0,0,0,104
33,29,"6,051",842,"5,230","1,526",137,0,226,41,87,0,"7,247"
33,30,"2,237",316,"1,879",520,154,0,0,0,0,0,"2,553"
33,31,755,0,339,68,348,0,0,0,0,0,755
33,32,"13,087","10,296","8,581","4,678","10,125",0,"4,437",0,97,346,"28,263"
33,33,"139,239","69,218","95,259","58,022","55,176","1,854","2,608","5,885","31,927","1,212","251,943"
33,34,"28,976","7,084","21,345","8,040","6,675",0,762,82,975,0,"37,879"
34,1,"8,839","1,663","7,510","2,476",516,0,"10,967",500,252,0,"22,221"
34,2,"6,380","1,514","5,090","1,865",939,0,222,307,0,0,"8,423"
34,3,"2,542",975,"1,538","1,539",439,0,0,0,93,182,"3,792"
34,4,515,189,326,194,184,0,0,0,0,0,704
34,5,"1,340",48,"1,174",215,0,0,311,0,64,113,"1,876"
34,6,430,0,430,0,0,0,0,39,0,0,469
34,7,259,0,259,0,0,0,0,0,0,0,259
34,8,337,757,337,0,757,757,0,0,0,0,"1,851"
34,9,495,0,495,0,0,0,0,0,0,0,495
34,10,315,59,192,181,0,0,0,0,0,0,374
34,15,281,0,228,53,0,0,0,0,0,0,281
34,18,"1,211",483,"1,047",222,425,0,0,0,39,0,"1,733"
34,19,"1,484",272,"1,261",495,0,0,0,0,43,0,"1,799"
34,20,"1,644",0,"1,581",64,0,0,0,0,0,0,"1,644"
34,21,533,0,533,0,0,0,0,0,0,0,533
34,22,41,0,41,0,0,0,0,0,0,29,70
34,23,0,147,0,0,147,0,0,0,0,0,147
34,24,0,683,0,0,683,0,68,0,0,0,751
34,25,273,0,273,0,0,0,0,0,0,0,273
34,26,135,0,135,0,0,0,0,0,0,0,135
34,28,926,80,886,0,120,0,0,0,0,0,"1,006"
34,29,"2,109",608,"1,648",782,287,0,0,0,297,48,"3,062"
34,30,878,64,837,105,0,0,0,0,0,0,942
34,31,556,0,354,202,0,0,0,0,0,0,556
34,32,"4,523","1,399","3,124","1,870",929,0,0,0,87,0,"6,009"
34,33,"26,062","4,900","20,303","7,682","2,978",0,901,588,503,0,"32,954"
34,34,"110,454","47,841","75,674","47,505","35,116","1,068",226,"4,647","28,076","1,387","193,699"
